price,bed,bath,city,state,zip_code,house_size,city_enc,zip_enc,state_New York,state_New Jersey,latitude,longitude
1288000.0,5.0,3.0,Brooklyn,New York,11219,1596.0,1131744.071563981,918312.1363636364,1,0,40.6336,-73.996
1100000.0,2.0,3.0,New York,New York,11217,860.0,2761969.686860528,2085903.547619048,1,0,40.6816,-73.9798
775000.0,1.0,1.0,Brooklyn,New York,11217,566.0,1131744.071563981,2085903.547619048,1,0,40.6816,-73.9798
1395000.0,2.0,1.0,New York,New York,11215,844.0,2761969.686860528,2104641.937062937,1,0,40.6669,-73.9828
1645000.0,2.0,2.0,New York,New York,11201,1205.0,2761969.686860528,2552267.1621004567,1,0,40.694,-73.9903
1600000.0,2.0,2.0,New York,New York,11201,1075.0,2761969.686860528,2552267.1621004567,1,0,40.694,-73.9903
1650000.0,2.0,2.0,New York,New York,11201,1107.0,2761969.686860528,2552267.1621004567,1,0,40.694,-73.9903
1220000.0,1.0,1.0,New York,New York,11201,954.0,2761969.686860528,2552267.1621004567,1,0,40.694,-73.9903
1975000.0,2.0,2.0,New York,New York,11201,1330.0,2761969.686860528,2552267.1621004567,1,0,40.694,-73.9903
1875000.0,2.0,2.0,New York,New York,11201,1320.0,2761969.686860528,2552267.1621004567,1,0,40.694,-73.9903
